state,occupation,employee_count,annual_mean_pay,hourly_mean_pay
SC,Bus and Truck Mechanics and Diesel Engine Specialists,3620,44910,21.59
SC,Farm Equipment Mechanics and Service Technicians,160,40480,19.46
SC,"Mobile Heavy Equipment Mechanics, Except Engines",1880,48560,23.35
SC,Rail Car Repairers,90,46400,22.31
SC,Motorboat Mechanics and Service Technicians,400,39140,18.82
SC,Motorcycle Mechanics,240,35500,17.07
SC,Outdoor Power Equipment and Other Small Engine Mechanics,540,34400,16.54
SC,Bicycle Repairers,80,28280,13.60
SC,Recreational Vehicle Service Technicians,210,38260,18.40
SC,Tire Repairers and Changers,1920,27610,13.28
SC,Mechanical Door Repairers,370,41860,20.12
SC,"Control and Valve Installers and Repairers, Except Mechanical Door",440,49930,24.00
SC,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",5900,45240,21.75
SC,Home Appliance Repairers,320,33560,16.14
SC,Industrial Machinery Mechanics,8770,53890,25.91
SC,"Maintenance Workers, Machinery",1560,51360,24.69
SC,Millwrights,1310,47360,22.77
SC,Electrical Power-Line Installers and Repairers,3110,58980,28.35
SC,Telecommunications Line Installers and Repairers,740,54320,26.12
SC,Medical Equipment Repairers,720,42380,20.37
SC,Musical Instrument Repairers and Tuners,,38840,18.67
SC,"Maintenance and Repair Workers, General",27750,36850,17.72
SC,"Coin, Vending, and Amusement Machine Servicers and Repairers",480,34670,16.67
SC,Commercial Divers,40,31270,15.04
SC,Locksmiths and Safe Repairers,300,38980,18.74
SC,Manufactured Building and Mobile Home Installers,,28510,13.71
SC,Riggers,340,38440,18.48
SC,"Helpers--Installation, Maintenance, and Repair Workers",1990,29480,14.17
SC,"Installation, Maintenance, and Repair Workers, All Other",940,41570,19.99
SC,Production Occupations,199480,39000,18.75
SC,First-Line Supervisors of Production and Operating Workers,13160,66870,32.15
SC,"Coil Winders, Tapers, and Finishers",,33990,16.34
SC,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",2780,38280,18.40
SC,Engine and Other Machine Assemblers,850,39950,19.21
SC,Structural Metal Fabricators and Fitters,1250,38630,18.57
SC,Fiberglass Laminators and Fabricators,840,33920,16.31
SC,"Assemblers and Fabricators, All Other, Including Team Assemblers",46990,36040,17.33
SC,Bakers,1950,25640,12.33
SC,Butchers and Meat Cutters,2070,33190,15.96
SC,"Meat, Poultry, and Fish Cutters and Trimmers",5770,23840,11.46
SC,Slaughterers and Meat Packers,660,22400,10.77
SC,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",130,28090,13.51
SC,Food Batchmakers,1220,27340,13.15
SC,Food Cooking Machine Operators and Tenders,300,32110,15.44
SC,"Computer-Controlled Machine Tool Operators, Metal and Plastic",2880,43220,20.78
SC,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",250,51870,24.94
SC,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2920,41990,20.19
SC,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",290,33130,15.93
SC,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1560,48520,23.33
SC,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2250,35690,17.16
SC,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,39940,19.20
SC,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1160,39880,19.17
SC,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",330,45310,21.78
SC,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",200,31370,15.08
SC,Machinists,12480,38610,18.56
SC,Metal-Refining Furnace Operators and Tenders,360,41450,19.93
SC,"Pourers and Casters, Metal",110,49420,23.76
SC,"Model Makers, Metal and Plastic",40,63910,30.73
SC,"Patternmakers, Metal and Plastic",30,47620,22.89
SC,Foundry Mold and Coremakers,380,35810,17.22
SC,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3220,34710,16.69
SC,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1900,49070,23.59
SC,Tool and Die Makers,1150,52440,25.21
SC,"Welders, Cutters, Solderers, and Brazers",7000,43960,21.14
SC,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",580,43780,21.05
SC,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",440,38090,18.31
SC,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",350,32930,15.83
SC,"Tool Grinders, Filers, and Sharpeners",100,42380,20.38
SC,"Metal Workers and Plastic Workers, All Other",210,39320,18.90
SC,Prepress Technicians and Workers,280,38940,18.72
SC,Printing Press Operators,2660,35770,17.20
SC,Print Binding and Finishing Workers,480,35330,16.98
SC,Laundry and Dry-Cleaning Workers,3260,22640,10.88
SC,"Pressers, Textile, Garment, and Related Materials",800,22300,10.72
SC,Sewing Machine Operators,2470,24570,11.81
SC,Shoe and Leather Workers and Repairers,,27790,13.36
SC,"Tailors, Dressmakers, and Custom Sewers",300,31130,14.97
SC,Textile Bleaching and Dyeing Machine Operators and Tenders,1150,29520,14.19
SC,"Textile Cutting Machine Setters, Operators, and Tenders",620,26290,12.64
SC,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3260,32030,15.40
SC,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",3170,29650,14.26
SC,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2150,37380,17.97
SC,Fabric and Apparel Patternmakers,30,30000,14.42
SC,Upholsterers,220,30680,14.75
SC,"Textile, Apparel, and Furnishings Workers, All Other",,34960,16.81
SC,Cabinetmakers and Bench Carpenters,1060,35120,16.88
SC,Furniture Finishers,90,32840,15.79
SC,"Sawing Machine Setters, Operators, and Tenders, Wood",1330,29240,14.06
SC,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1450,29360,14.12
SC,Nuclear Power Reactor Operators,560,80490,38.70
SC,Power Distributors and Dispatchers,30,66770,32.10
SC,Power Plant Operators,330,71630,34.44
SC,Stationary Engineers and Boiler Operators,240,44710,21.50
SC,Water and Wastewater Treatment Plant and System Operators,3690,45240,21.75
SC,Chemical Plant and System Operators,1180,54470,26.19
SC,Gas Plant Operators,310,53070,25.52
SC,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",40,73460,35.32
SC,"Plant and System Operators, All Other",120,57790,27.78
SC,Chemical Equipment Operators and Tenders,2160,47900,23.03
SC,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",360,40620,19.53
SC,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",190,39630,19.05
SC,"Grinding and Polishing Workers, Hand",500,27970,13.45
SC,"Mixing and Blending Machine Setters, Operators, and Tenders",2420,40690,19.56
SC,"Cutters and Trimmers, Hand",100,28070,13.49
SC,"Cutting and Slicing Machine Setters, Operators, and Tenders",1300,35210,16.93
SC,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1590,40430,19.44
SC,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",360,39200,18.85
SC,"Inspectors, Testers, Sorters, Samplers, and Weighers",12750,39110,18.80
SC,Jewelers and Precious Stone and Metal Workers,340,40270,19.36
SC,Dental Laboratory Technicians,340,45560,21.91
SC,Medical Appliance Technicians,90,36980,17.78
SC,Ophthalmic Laboratory Technicians,320,33300,16.01
SC,Packaging and Filling Machine Operators and Tenders,6570,29700,14.28
SC,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1330,36110,17.36
SC,"Painters, Transportation Equipment",770,44680,21.48
SC,"Painting, Coating, and Decorating Workers",210,37390,17.98
SC,Photographic Process Workers and Processing Machine Operators,180,28970,13.93
SC,Adhesive Bonding Machine Operators and Tenders,70,26900,12.93
SC,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",430,32780,15.76
SC,Cooling and Freezing Equipment Operators and Tenders,40,,
SC,Etchers and Engravers,70,32390,15.57
SC,"Molders, Shapers, and Casters, Except Metal and Plastic",730,40650,19.55
SC,"Paper Goods Machine Setters, Operators, and Tenders",3930,50250,24.16
SC,Tire Builders,4130,50370,24.22
SC,Helpers--Production Workers,5650,27550,13.24
SC,"Production Workers, All Other",1000,35660,17.14
SC,Transportation and Material Moving Occupations,153680,33870,16.29
SC,Aircraft Cargo Handling Supervisors,50,45590,21.92
SC,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",6180,55900,26.88
SC,"Airline Pilots, Copilots, and Flight Engineers",90,102990,
SC,Commercial Pilots,,106170,
SC,Air Traffic Controllers,190,92070,44.27
SC,Airfield Operations Specialists,160,42260,20.32
SC,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",600,25150,12.09
SC,"Bus Drivers, Transit and Intercity",880,32740,15.74
SC,"Bus Drivers, School or Special Client",6310,24400,11.73
SC,Driver/Sales Workers,6640,25660,12.33
SC,Heavy and Tractor-Trailer Truck Drivers,29620,44270,21.28
SC,Light Truck or Delivery Services Drivers,13570,32400,15.58
SC,Taxi Drivers and Chauffeurs,1690,23060,11.09
SC,"Motor Vehicle Operators, All Other",120,42230,20.30
SC,Locomotive Engineers,400,60420,29.05
SC,"Rail Yard Engineers, Dinkey Operators, and Hostlers",30,73390,35.29
SC,"Railroad Brake, Signal, and Switch Operators",190,72930,35.06
SC,Railroad Conductors and Yardmasters,340,60540,29.11
SC,Sailors and Marine Oilers,170,35270,16.96
SC,"Captains, Mates, and Pilots of Water Vessels",460,67090,32.25
SC,Ship Engineers,60,79350,38.15
SC,Bridge and Lock Tenders,110,46580,22.39
SC,Parking Lot Attendants,800,20760,9.98
SC,Automotive and Watercraft Service Attendants,700,24810,11.93
SC,Traffic Technicians,50,43630,20.98
SC,Transportation Inspectors,100,72160,34.69
SC,"Transportation Attendants, Except Flight Attendants",40,30250,14.54
SC,"Transportation Workers, All Other",,42210,20.29
SC,Conveyor Operators and Tenders,170,35080,16.87
SC,Crane and Tower Operators,680,51390,24.71
SC,Dredge Operators,,53800,25.87
SC,Excavating and Loading Machine and Dragline Operators,510,49240,23.67
SC,Industrial Truck and Tractor Operators,7670,34820,16.74
SC,Cleaners of Vehicles and Equipment,4240,23500,11.30
SC,"Laborers and Freight, Stock, and Material Movers, Hand",56600,29010,13.95
SC,Machine Feeders and Offbearers,1430,26610,12.79
SC,"Packers and Packagers, Hand",9000,23580,11.34
SC,Refuse and Recyclable Material Collectors,2240,24920,11.98
SD,All Occupations,422310,41800,20.10
SD,Management Occupations,11870,107120,51.50
SD,Chief Executives,540,251950,121.13
SD,General and Operations Managers,3670,125490,60.33
SD,Marketing Managers,70,145400,69.90
SD,Sales Managers,330,128760,61.90
SD,Administrative Services Managers,350,83160,39.98
SD,Computer and Information Systems Managers,210,132190,63.56
SD,Financial Managers,680,132030,63.48
SD,Industrial Production Managers,430,101810,48.95
SD,Purchasing Managers,50,139200,66.92
SD,"Transportation, Storage, and Distribution Managers",200,95330,45.83
SD,Human Resources Managers,250,96480,46.39
SD,Construction Managers,270,95820,46.07
SD,"Education Administrators, Preschool and Childcare Center/Program",100,55490,26.68
SD,"Education Administrators, Elementary and Secondary School",610,79570,
SD,"Education Administrators, Postsecondary",220,111940,53.82
SD,"Education Administrators, All Other",70,73320,35.25
SD,Architectural and Engineering Managers,110,130230,62.61
SD,Food Service Managers,830,52880,25.42
SD,Lodging Managers,240,58540,28.14
SD,"Internists, General",240,287890,138.41
SD,Medical and Health Services Managers,730,106830,51.36
SD,Natural Sciences Managers,80,105190,50.57
SD,Postmasters and Mail Superintendents,100,70730,34.01
SD,"Property, Real Estate, and Community Association Managers",860,40010,19.23
SD,Social and Community Service Managers,240,71630,34.44
SD,Emergency Management Directors,90,49760,23.93
SD,"Managers, All Other",370,99030,47.61
SD,Business and Financial Operations Occupations,19690,63470,30.51
SD,Buyers and Purchasing Agents,1280,61030,29.34
SD,"Claims Adjusters, Examiners, and Investigators",790,61490,29.56
SD,"Insurance Appraisers, Auto Damage",30,53470,25.71
SD,Compliance Officers,920,57930,27.85
SD,Cost Estimators,850,54860,26.38
SD,Human Resources Specialists,1030,54320,26.11
SD,Logisticians,130,73940,35.55
SD,Management Analysts,2700,78140,37.57
SD,"Meeting, Convention, and Event Planners",240,36840,17.71
SD,Fundraisers,50,54020,25.97
SD,"Compensation, Benefits, and Job Analysis Specialists",680,52920,25.44
SD,Training and Development Specialists,510,50700,24.38
SD,Market Research Analysts and Marketing Specialists,940,55430,26.65
SD,"Business Operations Specialists, All Other",700,70830,34.05
SD,Accountants and Auditors,4480,65800,31.64
SD,Appraisers and Assessors of Real Estate,340,49100,23.61
SD,Budget Analysts,130,63380,30.47
SD,Credit Analysts,380,62210,29.91
SD,Financial Analysts,450,73870,35.51
SD,Personal Financial Advisors,390,77490,37.25
SD,Insurance Underwriters,240,78370,37.68
SD,Financial Examiners,100,86920,41.79
SD,Credit Counselors,40,38900,18.70
SD,Loan Officers,1590,63230,30.40
SD,"Tax Examiners and Collectors, and Revenue Agents",130,52300,25.15
SD,Tax Preparers,380,42650,20.50
SD,"Financial Specialists, All Other",170,53080,25.52
SD,Computer and Mathematical Occupations,8160,65680,31.58
SD,Computer Systems Analysts,760,75810,36.45
SD,Information Security Analysts,250,91630,44.05
SD,Computer Programmers,560,57060,27.43
SD,"Software Developers, Applications",1010,75000,36.06
SD,"Software Developers, Systems Software",660,90430,43.48
SD,Web Developers,380,54410,26.16
SD,Database Administrators,140,76770,36.91
SD,Network and Computer Systems Administrators,1770,62420,30.01
SD,Computer Network Architects,410,100330,48.24
SD,Computer User Support Specialists,1200,38860,18.68
SD,Computer Network Support Specialists,750,48080,23.12
SD,"Computer Occupations, All Other",190,81250,39.06
SD,Architecture and Engineering Occupations,4920,68120,32.75
SD,"Architects, Except Landscape and Naval",90,80310,38.61
SD,Landscape Architects,100,69280,33.31
SD,Cartographers and Photogrammetrists,140,55310,26.59
SD,Surveyors,130,67970,32.68
SD,Agricultural Engineers,40,65650,31.56
SD,Civil Engineers,1140,77030,37.03
SD,Electrical Engineers,300,84710,40.73
SD,"Electronics Engineers, Except Computer",100,79630,38.29
SD,Environmental Engineers,80,99760,47.96
SD,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",70,70120,33.71
SD,Industrial Engineers,560,82780,39.80
SD,Mechanical Engineers,540,76220,36.64
SD,"Engineers, All Other",90,84320,40.54
SD,Architectural and Civil Drafters,240,43090,20.72
SD,Mechanical Drafters,160,41450,19.93
SD,Civil Engineering Technicians,380,43740,21.03
SD,Electrical and Electronics Engineering Technicians,130,54190,26.06
SD,Industrial Engineering Technicians,150,40150,19.30
SD,Mechanical Engineering Technicians,150,43310,20.82
SD,"Engineering Technicians, Except Drafters, All Other",80,51110,24.57
SD,Surveying and Mapping Technicians,100,39180,18.84
SD,"Life, Physical, and Social Science Occupations",4160,55890,26.87
SD,Animal Scientists,60,59960,28.83
SD,Food Scientists and Technologists,90,56150,26.99
SD,Soil and Plant Scientists,570,59200,28.46
SD,Zoologists and Wildlife Biologists,190,53810,25.87
SD,"Biological Scientists, All Other",100,65660,31.57
SD,Conservation Scientists,320,62390,29.99
SD,Foresters,110,54850,26.37
SD,"Medical Scientists, Except Epidemiologists",160,80900,38.89
SD,Atmospheric and Space Scientists,60,82600,39.71
SD,Chemists,140,62550,30.07
SD,"Environmental Scientists and Specialists, Including Health",210,61250,29.45
SD,"Geoscientists, Except Hydrologists and Geographers",60,63680,30.61
SD,"Clinical, Counseling, and School Psychologists",270,73900,35.53
SD,"Psychologists, All Other",30,84200,40.48
SD,Sociologists,30,43080,20.71
SD,Urban and Regional Planners,230,56780,27.30
SD,Anthropologists and Archeologists,50,52340,25.16
SD,"Social Scientists and Related Workers, All Other",90,68980,33.16
SD,Agricultural and Food Science Technicians,210,29370,14.12
SD,Biological Technicians,270,32340,15.55
SD,Chemical Technicians,80,36420,17.51
SD,"Environmental Science and Protection Technicians, Including Health",90,28660,13.78
SD,Forensic Science Technicians,40,51620,24.82
SD,Forest and Conservation Technicians,390,37530,18.04
SD,"Life, Physical, and Social Science Technicians, All Other",70,45190,21.73
SD,Community and Social Service Occupations,6780,40430,19.44
