st,occupation,tot_emp,hr_mean,avg_mean
AZ,Protective Service Occupations,"77,880",22.79,"47,390"
AZ,First-Line Supervisors of Correctional Officers,"1,620",27.20,"56,580"
AZ,First-Line Supervisors of Police and Detectives,"3,020",45.25,"94,120"
AZ,First-Line Supervisors of Fire Fighting and Prevention Workers,"2,150",34.84,"72,460"
AZ,"First-Line Supervisors of Protective Service Workers, All Other","1,870",22.99,"47,810"
AZ,Firefighters,"6,380",21.71,"45,150"
AZ,Fire Inspectors and Investigators,210,30.86,"64,190"
AZ,Bailiffs,290,16.59,"34,500"
AZ,Correctional Officers and Jailers,"13,810",21.23,"44,150"
AZ,Detectives and Criminal Investigators,"5,810",39.33,"81,810"
AZ,Fish and Game Wardens,110,24.87,"51,740"
AZ,Parking Enforcement Workers,50,16.63,"34,590"
AZ,Police and Sheriff's Patrol Officers,"11,320",31.08,"64,640"
AZ,Animal Control Workers,260,18.35,"38,170"
AZ,Private Detectives and Investigators,380,25.81,"53,680"
AZ,Gaming Surveillance Officers and Gaming Investigators,230,17.68,"36,780"
AZ,Security Guards,"22,790",14.04,"29,200"
AZ,Crossing Guards,"1,190",11.20,"23,300"
AZ,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","2,430",11.91,"24,770"
AZ,Transportation Security Screeners,"1,100",19.65,"40,880"
AZ,"Protective Service Workers, All Other","2,840",16.29,"33,890"
AZ,Food Preparation and Serving Related Occupations,"264,850",13.21,"27,470"
AZ,Chefs and Head Cooks,"3,580",20.79,"43,240"
AZ,First-Line Supervisors of Food Preparation and Serving Workers,"21,470",16.84,"35,030"
AZ,"Cooks, Fast Food","17,500",11.36,"23,620"
AZ,"Cooks, Institution and Cafeteria","5,570",13.52,"28,120"
AZ,"Cooks, Restaurant","25,570",13.62,"28,330"
AZ,"Cooks, Short Order","3,670",12.54,"26,090"
AZ,"Cooks, All Other",120,14.62,"30,410"
AZ,Food Preparation Workers,"14,220",12.02,"25,000"
AZ,Bartenders,"11,990",15.06,"31,320"
AZ,"Combined Food Preparation and Serving Workers, Including Fast Food","64,570",11.56,"24,040"
AZ,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","12,490",12.27,"25,530"
AZ,Waiters and Waitresses,"48,830",14.53,"30,220"
AZ,"Food Servers, Nonrestaurant","5,550",13.14,"27,320"
AZ,Dining Room and Cafeteria Attendants and Bartender Helpers,"9,520",12.57,"26,150"
AZ,Dishwashers,"10,820",11.63,"24,190"
AZ,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","8,610",11.96,"24,870"
AZ,"Food Preparation and Serving Related Workers, All Other",760,12.37,"25,730"
AZ,Building and Grounds Cleaning and Maintenance Occupations,"84,740",13.55,"28,180"
AZ,First-Line Supervisors of Housekeeping and Janitorial Workers,"3,720",17.50,"36,400"
AZ,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","2,920",20.53,"42,710"
AZ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","35,320",12.70,"26,410"
AZ,Maids and Housekeeping Cleaners,"16,750",11.83,"24,610"
AZ,"Building Cleaning Workers, All Other",**,13.70,"28,500"
AZ,Pest Control Workers,"2,570",18.29,"38,040"
AZ,Landscaping and Groundskeeping Workers,"21,690",13.81,"28,730"
AZ,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",620,18.55,"38,580"
AZ,Tree Trimmers and Pruners,270,19.66,"40,890"
AZ,"Grounds Maintenance Workers, All Other",300,17.16,"35,680"
AZ,Personal Care and Service Occupations,"112,180",13.28,"27,610"
AZ,First-Line Supervisors of Gaming Workers,720,23.46,"48,800"
AZ,First-Line Supervisors of Personal Service Workers,"5,740",18.79,"39,090"
AZ,Animal Trainers,220,18.47,"38,420"
AZ,Nonfarm Animal Caretakers,"3,840",13.13,"27,320"
AZ,Gaming Dealers,"2,700",11.34,"23,600"
AZ,"Gaming Service Workers, All Other",290,15.41,"32,050"
AZ,Motion Picture Projectionists,110,12.52,"26,030"
AZ,"Ushers, Lobby Attendants, and Ticket Takers","2,870",12.10,"25,160"
AZ,Amusement and Recreation Attendants,"5,180",12.23,"25,440"
AZ,Costume Attendants,80,17.08,"35,520"
AZ,"Locker Room, Coatroom, and Dressing Room Attendants",510,12.31,"25,600"
AZ,"Entertainment Attendants and Related Workers, All Other",30,12.34,"25,680"
AZ,Embalmers,70,22.16,"46,090"
AZ,Funeral Attendants,410,14.24,"29,620"
AZ,"Morticians, Undertakers, and Funeral Directors",190,22.03,"45,830"
AZ,Barbers,**,13.24,"27,540"
AZ,"Hairdressers, Hairstylists, and Cosmetologists","8,810",13.95,"29,010"
AZ,Manicurists and Pedicurists,"1,420",12.81,"26,640"
AZ,Skincare Specialists,"1,830",17.95,"37,330"
AZ,Baggage Porters and Bellhops,880,13.59,"28,260"
AZ,Concierges,980,13.93,"28,980"
AZ,Tour and Travel Guides,"1,640",14.30,"29,740"
AZ,Childcare Workers,"10,450",12.10,"25,160"
AZ,Personal Care Aides,"47,610",11.75,"24,440"
AZ,Fitness Trainers and Aerobics Instructors,"5,810",19.71,"40,990"
AZ,Recreation Workers,"7,210",13.18,"27,420"
AZ,Residential Advisors,990,17.27,"35,910"
AZ,"Personal Care and Service Workers, All Other",860,12.78,"26,580"
AZ,Sales and Related Occupations,"289,090",18.50,"38,480"
AZ,First-Line Supervisors of Retail Sales Workers,"24,730",20.04,"41,680"
AZ,First-Line Supervisors of Non-Retail Sales Workers,"4,640",31.00,"64,470"
AZ,Cashiers,"63,450",12.01,"24,970"
AZ,Gaming Change Persons and Booth Cashiers,"1,450",12.70,"26,410"
AZ,Counter and Rental Clerks,"7,610",13.11,"27,270"
AZ,Parts Salespersons,"5,110",16.13,"33,560"
AZ,Retail Salespersons,"92,690",13.00,"27,050"
AZ,Advertising Sales Agents,"2,450",23.22,"48,310"
AZ,Insurance Sales Agents,"7,570",28.44,"59,160"
AZ,"Securities, Commodities, and Financial Services Sales Agents","7,890",34.97,"72,750"
AZ,Travel Agents,"2,570",23.55,"48,980"
AZ,"Sales Representatives, Services, All Other","20,220",26.21,"54,520"
AZ,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","7,460",40.18,"83,580"
AZ,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","20,340",30.55,"63,550"
AZ,Demonstrators and Product Promoters,"1,800",18.59,"38,660"
AZ,Models,**,11.56,"24,050"
AZ,Real Estate Brokers,"1,730",31.47,"65,460"
AZ,Real Estate Sales Agents,"4,240",31.90,"66,360"
AZ,Sales Engineers,"1,670",52.97,"110,190"
AZ,Telemarketers,"8,980",14.32,"29,780"
AZ,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",150,20.15,"41,900"
AZ,"Sales and Related Workers, All Other","1,640",18.47,"38,430"
AZ,Office and Administrative Support Occupations,"472,350",18.27,"37,990"
AZ,First-Line Supervisors of Office and Administrative Support Workers,"36,130",26.28,"54,670"
AZ,"Switchboard Operators, Including Answering Service",960,13.91,"28,940"
AZ,Telephone Operators,40,17.07,"35,510"
AZ,"Communications Equipment Operators, All Other",40,17.18,"35,740"
AZ,Bill and Account Collectors,"8,130",17.51,"36,430"
AZ,Billing and Posting Clerks,"10,970",18.39,"38,250"
AZ,"Bookkeeping, Accounting, and Auditing Clerks","23,280",19.68,"40,930"
AZ,Gaming Cage Workers,290,13.42,"27,920"
AZ,Payroll and Timekeeping Clerks,"2,830",20.47,"42,570"
AZ,Procurement Clerks,"2,160",20.84,"43,340"
AZ,Tellers,"5,920",14.60,"30,370"
AZ,"Financial Clerks, All Other",580,21.26,"44,210"
AZ,Brokerage Clerks,"1,450",23.71,"49,320"
AZ,Correspondence Clerks,90,20.67,"42,990"
AZ,"Court, Municipal, and License Clerks","2,510",18.78,"39,060"
AZ,"Credit Authorizers, Checkers, and Clerks",730,20.02,"41,640"
AZ,Customer Service Representatives,"101,290",16.62,"34,570"
AZ,"Eligibility Interviewers, Government Programs","1,330",20.31,"42,240"
AZ,File Clerks,"2,060",16.19,"33,680"
AZ,"Hotel, Motel, and Resort Desk Clerks","5,100",12.12,"25,210"
AZ,"Interviewers, Except Eligibility and Loan","1,480",17.47,"36,350"
AZ,"Library Assistants, Clerical","1,360",13.95,"29,010"
AZ,Loan Interviewers and Clerks,"7,470",19.48,"40,530"
AZ,New Accounts Clerks,510,18.64,"38,780"
AZ,Order Clerks,"2,150",15.65,"32,560"
AZ,"Human Resources Assistants, Except Payroll and Timekeeping","2,390",19.53,"40,620"
AZ,Receptionists and Information Clerks,"22,820",14.45,"30,050"
AZ,Reservation and Transportation Ticket Agents and Travel Clerks,"3,820",21.46,"44,640"
AZ,"Information and Record Clerks, All Other","4,290",19.13,"39,780"
AZ,Cargo and Freight Agents,"1,040",20.88,"43,420"
AZ,Couriers and Messengers,"1,370",14.63,"30,440"
AZ,"Police, Fire, and Ambulance Dispatchers","2,240",19.86,"41,310"
AZ,"Dispatchers, Except Police, Fire, and Ambulance","3,480",18.74,"38,970"
AZ,"Meter Readers, Utilities",790,24.85,"51,690"
AZ,Postal Service Clerks,"1,000",25.90,"53,870"
AZ,Postal Service Mail Carriers,"5,530",25.06,"52,130"
AZ,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","1,720",23.64,"49,170"
AZ,"Production, Planning, and Expediting Clerks","7,790",23.68,"49,260"
AZ,"Shipping, Receiving, and Traffic Clerks","9,960",16.46,"34,230"
AZ,Stock Clerks and Order Fillers,"42,620",13.94,"29,000"
AZ,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","1,040",15.37,"31,970"
AZ,Executive Secretaries and Executive Administrative Assistants,"11,000",26.46,"55,030"
AZ,Legal Secretaries,"2,620",22.75,"47,320"
AZ,Medical Secretaries,"12,190",17.36,"36,110"
AZ,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","44,980",17.33,"36,050"
AZ,Computer Operators,**,23.95,"49,810"
AZ,Data Entry Keyers,"3,460",15.64,"32,540"
AZ,Word Processors and Typists,280,17.13,"35,630"
AZ,Desktop Publishers,120,18.60,"38,680"
AZ,Insurance Claims and Policy Processing Clerks,"6,880",20.56,"42,760"
AZ,"Mail Clerks and Mail Machine Operators, Except Postal Service","1,220",14.38,"29,900"
AZ,"Office Clerks, General","52,150",18.14,"37,730"
AZ,"Office Machine Operators, Except Computer","1,130",16.77,"34,870"
AZ,Proofreaders and Copy Markers,100,20.28,"42,180"
AZ,Statistical Assistants,230,18.84,"39,180"
AZ,"Office and Administrative Support Workers, All Other","3,930",19.84,"41,270"
AZ,"Farming, Fishing, and Forestry Occupations","12,150",13.14,"27,330"
AZ,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",610,24.78,"51,540"
AZ,Agricultural Inspectors,190,17.14,"35,650"
AZ,"Graders and Sorters, Agricultural Products",**,11.79,"24,530"
AZ,Agricultural Equipment Operators,**,15.71,"32,670"
AZ,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","10,290",12.08,"25,120"
AZ,"Farmworkers, Farm, Ranch, and Aquacultural Animals",410,15.35,"31,930"
AZ,"Agricultural Workers, All Other",90,17.58,"36,570"
AZ,Logging Equipment Operators,**,22.71,"47,230"
AZ,Construction and Extraction Occupations,"124,470",21.70,"45,130"
AZ,First-Line Supervisors of Construction Trades and Extraction Workers,"15,040",30.56,"63,570"
AZ,Boilermakers,150,29.20,"60,740"
AZ,Brickmasons and Blockmasons,570,22.26,"46,290"
AZ,Stonemasons,480,17.29,"35,960"
AZ,Carpenters,"12,680",20.90,"43,460"
AZ,Carpet Installers,350,18.85,"39,210"
AZ,"Floor Layers, Except Carpet, Wood, and Hard Tiles",**,22.43,"46,660"
AZ,Tile and Marble Setters,870,21.74,"45,220"
AZ,Cement Masons and Concrete Finishers,"6,590",20.07,"41,750"
AZ,Construction Laborers,"19,340",17.31,"36,000"
AZ,"Paving, Surfacing, and Tamping Equipment Operators","1,880",19.95,"41,500"
AZ,Operating Engineers and Other Construction Equipment Operators,"7,400",22.65,"47,110"
AZ,Drywall and Ceiling Tile Installers,"4,040",20.11,"41,830"
AZ,Tapers,"1,210",22.59,"46,980"
AZ,Electricians,"12,340",23.05,"47,950"
AZ,Glaziers,"1,400",21.05,"43,780"
AZ,"Insulation Workers, Floor, Ceiling, and Wall",400,21.30,"44,300"
AZ,"Insulation Workers, Mechanical",**,25.71,"53,480"
AZ,"Painters, Construction and Maintenance","5,450",18.27,"37,990"
AZ,Paperhangers,80,17.20,"35,780"
AZ,Pipelayers,700,21.14,"43,980"
AZ,"Plumbers, Pipefitters, and Steamfitters","8,560",23.53,"48,950"
AZ,Plasterers and Stucco Masons,"1,960",20.87,"43,410"
AZ,Reinforcing Iron and Rebar Workers,**,25.14,"52,290"
AZ,Roofers,"3,030",18.46,"38,390"
AZ,Sheet Metal Workers,"3,230",20.09,"41,790"
AZ,Structural Iron and Steel Workers,"2,010",23.04,"47,930"
AZ,Solar Photovoltaic Installers,40,16.22,"33,750"
AZ,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",550,16.78,"34,900"
AZ,Helpers--Carpenters,840,16.38,"34,080"
AZ,Helpers--Electricians,"1,720",15.89,"33,050"
AZ,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",290,15.57,"32,390"
AZ,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",610,15.74,"32,730"
AZ,Helpers--Roofers,**,14.75,"30,680"
AZ,"Helpers, Construction Trades, All Other",990,15.04,"31,290"
AZ,Construction and Building Inspectors,"2,090",27.31,"56,810"
AZ,Elevator Installers and Repairers,170,35.92,"74,700"
AZ,Fence Erectors,540,17.17,"35,720"
AZ,Hazardous Materials Removal Workers,530,17.61,"36,620"
AZ,Highway Maintenance Workers,"1,460",18.81,"39,130"
AZ,Rail-Track Laying and Maintenance Equipment Operators,200,23.88,"49,670"
AZ,Septic Tank Servicers and Sewer Pipe Cleaners,290,19.28,"40,100"
AZ,Miscellaneous Construction and Related Workers,750,18.52,"38,520"
AZ,"Rotary Drill Operators, Oil and Gas",**,23.39,"48,650"
AZ,"Earth Drillers, Except Oil and Gas",560,24.99,"51,990"
AZ,"Explosives Workers, Ordnance Handling Experts, and Blasters",110,26.86,"55,880"
AZ,Continuous Mining Machine Operators,"1,140",23.04,"47,920"
AZ,"Mining Machine Operators, All Other",**,25.98,"54,040"
AZ,"Rock Splitters, Quarry",80,19.58,"40,730"
AZ,"Roustabouts, Oil and Gas",70,15.88,"33,030"
AZ,Helpers--Extraction Workers,180,15.66,"32,580"
AZ,"Extraction Workers, All Other",70,33.02,"68,690"
AZ,"Installation, Maintenance, and Repair Occupations","113,160",22.49,"46,790"
AZ,"First-Line Supervisors of Mechanics, Installers, and Repairers","10,720",30.70,"63,860"
AZ,"Computer, Automated Teller, and Office Machine Repairers","1,620",18.17,"37,790"
AZ,"Radio, Cellular, and Tower Equipment Installers and Repairers",500,24.85,"51,690"
AZ,"Telecommunications Equipment Installers and Repairers, Except Line Installers","3,540",28.40,"59,080"
AZ,Avionics Technicians,520,31.89,"66,330"
AZ,"Electric Motor, Power Tool, and Related Repairers",310,19.75,"41,080"
AZ,"Electrical and Electronics Installers and Repairers, Transportation Equipment",70,25.65,"53,350"
AZ,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",810,30.50,"63,440"
AZ,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",470,39.62,"82,400"
AZ,"Electronic Equipment Installers and Repairers, Motor Vehicles",270,23.97,"49,850"
AZ,Electronic Home Entertainment Equipment Installers and Repairers,"2,210",21.67,"45,080"
AZ,Security and Fire Alarm Systems Installers,"1,800",23.31,"48,490"
AZ,Aircraft Mechanics and Service Technicians,"5,140",29.94,"62,280"
AZ,Automotive Body and Related Repairers,"2,290",23.43,"48,740"
AZ,Automotive Glass Installers and Repairers,**,15.58,"32,410"
AZ,Automotive Service Technicians and Mechanics,"13,850",21.33,"44,360"
AZ,Bus and Truck Mechanics and Diesel Engine Specialists,"4,320",22.42,"46,640"
AZ,Farm Equipment Mechanics and Service Technicians,300,24.09,"50,110"
AZ,"Mobile Heavy Equipment Mechanics, Except Engines","3,990",25.32,"52,670"
AZ,Rail Car Repairers,200,27.02,"56,200"
AZ,Motorboat Mechanics and Service Technicians,250,20.16,"41,930"
AZ,Motorcycle Mechanics,140,18.92,"39,350"
AZ,Outdoor Power Equipment and Other Small Engine Mechanics,640,16.90,"35,160"
AZ,Bicycle Repairers,**,14.75,"30,690"
AZ,Recreational Vehicle Service Technicians,340,21.51,"44,730"
AZ,Tire Repairers and Changers,"3,200",13.23,"27,520"
AZ,Mechanical Door Repairers,490,20.78,"43,220"
AZ,"Control and Valve Installers and Repairers, Except Mechanical Door",580,26.55,"55,230"
AZ,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","8,020",22.14,"46,040"
AZ,Home Appliance Repairers,420,21.57,"44,860"
AZ,Industrial Machinery Mechanics,"3,220",24.51,"50,990"
AZ,"Maintenance Workers, Machinery","1,520",22.20,"46,170"
AZ,Millwrights,310,29.50,"61,360"
AZ,Electrical Power-Line Installers and Repairers,"1,460",39.40,"81,950"
AZ,Telecommunications Line Installers and Repairers,"1,510",24.43,"50,800"
AZ,Camera and Photographic Equipment Repairers,190,20.29,"42,200"
AZ,Medical Equipment Repairers,900,24.86,"51,710"
AZ,Musical Instrument Repairers and Tuners,**,16.11,"33,500"
AZ,"Precision Instrument and Equipment Repairers, All Other",150,25.68,"53,410"
AZ,"Maintenance and Repair Workers, General","28,410",18.13,"37,710"
AZ,"Coin, Vending, and Amusement Machine Servicers and Repairers",420,15.49,"32,210"
AZ,"Fabric Menders, Except Garment",**,21.64,"45,010"
AZ,Locksmiths and Safe Repairers,190,17.77,"36,960"
AZ,Riggers,**,26.47,"55,060"
AZ,"Helpers--Installation, Maintenance, and Repair Workers","2,590",15.63,"32,520"
AZ,"Installation, Maintenance, and Repair Workers, All Other","3,990",20.56,"42,760"
AZ,Production Occupations,"112,060",18.41,"38,290"
AZ,First-Line Supervisors of Production and Operating Workers,"9,220",29.46,"61,280"
AZ,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",550,24.48,"50,910"
AZ,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","4,320",18.74,"38,980"
AZ,Engine and Other Machine Assemblers,220,21.88,"45,510"
AZ,Structural Metal Fabricators and Fitters,"1,360",18.00,"37,430"
AZ,Fiberglass Laminators and Fabricators,60,14.14,"29,410"
AZ,"Assemblers and Fabricators, All Other, Including Team Assemblers","15,050",14.65,"30,460"
AZ,Bakers,"2,690",13.91,"28,930"
AZ,Butchers and Meat Cutters,"1,940",17.03,"35,420"
AZ,Slaughterers and Meat Packers,580,16.02,"33,330"
AZ,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",230,18.41,"38,300"
AZ,Food Batchmakers,"2,910",13.38,"27,830"
AZ,"Food Processing Workers, All Other",270,13.56,"28,200"
AZ,"Computer-Controlled Machine Tool Operators, Metal and Plastic","1,350",18.66,"38,820"
AZ,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",220,28.63,"59,550"
AZ,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",730,16.14,"33,560"
